department,name,url,type
"Hebrew | Languages, Literatures, and Cultures",Japanese,/UGRD/colleges-schools/UGLAS/FJA_BA/,Major
"Hebrew | Languages, Literatures, and Cultures",Russian,/UGRD/colleges-schools/UGLAS/FRU_BA/,Major
"Hebrew | Languages, Literatures, and Cultures",Russian and East-European Area Studies Certificate,/UGRD/colleges-schools/UGLAS/LAS_UCT14/,Certificate
"Hebrew | Languages, Literatures, and Cultures",Russian Minor,/UGRD/colleges-schools/UGLAS/RUS_UMN/,Minor
Classics,Classical Studies,/UGRD/colleges-schools/UGLAS/CLC_BA/,Major
Classics,Classical Studies Minor,/UGRD/colleges-schools/UGLAS/CLC_UMN/,Minor
Classics,Greek Studies Minor,/UGRD/colleges-schools/UGLAS/GKS_UMN/,Minor
Astronomy and Astrophysics,Astronomy and Astrophysics,/UGRD/colleges-schools/UGLAS/ATY_BA_ASP_BS/,Major
Astronomy and Astrophysics,Astronomy Minor,/UGRD/colleges-schools/UGLAS/ATY_UMN/,Minor
Mathematics,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Mathematics,Mathematics,/UGRD/colleges-schools/UGLAS/MAT_BA_BS/,Major
Mathematics,Mathematics Minor,/UGRD/colleges-schools/UGLAS/MAT_UMN/,Minor
Wildlife Ecology and Conservation,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Wildlife Ecology and Conservation,Wildlife Ecology and Conservation,/UGRD/colleges-schools/UGAGL/WEC_BS/,Major
Wildlife Ecology and Conservation,Wildlife Ecology and Conservation Minor,/UGRD/colleges-schools/UGAGL/WEC_UMN/,Minor
Electrical and Computer Engineering,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Electrical and Computer Engineering,Computer Engineering,/UGRD/colleges-schools/UGENG/CPE_BSCO/,Major
Electrical and Computer Engineering,Electrical Engineering,/UGRD/colleges-schools/UGENG/ELE_BSEE/,Major
Electrical and Computer Engineering,Electrical Engineering Minor,/UGRD/colleges-schools/UGENG/ELE_UMN/,Minor
"Haitian Creole | Languages, Literatures, and Cultures",African Languages,/UGRD/colleges-schools/UGLAS/FAF_BA/,Major
"Haitian Creole | Languages, Literatures, and Cultures",Arabic,/UGRD/colleges-schools/UGLAS/FAR_BA/,Major
"Haitian Creole | Languages, Literatures, and Cultures",Arabic Language and Literature Minor,/UGRD/colleges-schools/UGLAS/ALL_UMN/,Minor
"Haitian Creole | Languages, Literatures, and Cultures",Chinese,/UGRD/colleges-schools/UGLAS/FCH_BA/,Major
"Haitian Creole | Languages, Literatures, and Cultures",Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
"Haitian Creole | Languages, Literatures, and Cultures",Dual Languages,/UGRD/colleges-schools/UGLAS/FLL_BA/FDU_BA/,Major
"Haitian Creole | Languages, Literatures, and Cultures",East Asian Languages and Literatures Minor,/UGRD/colleges-schools/UGLAS/EAC_EAJ_UMN/,Minor
"Haitian Creole | Languages, Literatures, and Cultures",Foreign Languages and Literatures,/UGRD/colleges-schools/UGLAS/FLL_BA/,Major
"Haitian Creole | Languages, Literatures, and Cultures",French and Francophone Studies,/UGRD/colleges-schools/UGLAS/FFR_BA/,Major
"Haitian Creole | Languages, Literatures, and Cultures",French and Francophone Studies Minor,/UGRD/colleges-schools/UGLAS/FFS_UMN/,Minor
"Haitian Creole | Languages, Literatures, and Cultures",German,/UGRD/colleges-schools/UGLAS/FGR_BA/,Major
"Haitian Creole | Languages, Literatures, and Cultures",German Minor,/UGRD/colleges-schools/UGLAS/GMN_UMN/,Minor
"Haitian Creole | Languages, Literatures, and Cultures",German Minor UF Online,/UGRD/colleges-schools/UGLAS/GMN_UMN_UFO/,Minor
"Haitian Creole | Languages, Literatures, and Cultures",Hebrew,/UGRD/colleges-schools/UGLAS/FHE_BA/,Major
"Haitian Creole | Languages, Literatures, and Cultures",Hebrew Minor,/UGRD/colleges-schools/UGLAS/HBR_UMN/,Minor
"Haitian Creole | Languages, Literatures, and Cultures",Italian,/UGRD/colleges-schools/UGLAS/FIT_BA/,Major
"Haitian Creole | Languages, Literatures, and Cultures",Italian Studies Minor,/UGRD/colleges-schools/UGLAS/ITA_UMN/,Minor
"Haitian Creole | Languages, Literatures, and Cultures",Japanese,/UGRD/colleges-schools/UGLAS/FJA_BA/,Major
"Haitian Creole | Languages, Literatures, and Cultures",Russian,/UGRD/colleges-schools/UGLAS/FRU_BA/,Major
"Haitian Creole | Languages, Literatures, and Cultures",Russian and East-European Area Studies Certificate,/UGRD/colleges-schools/UGLAS/LAS_UCT14/,Certificate
"Haitian Creole | Languages, Literatures, and Cultures",Russian Minor,/UGRD/colleges-schools/UGLAS/RUS_UMN/,Minor
Management,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Management,Entrepreneurship Minor,/UGRD/colleges-schools/UGBUS/ENT_UMN/,Minor
Management,Management,/UGRD/colleges-schools/UGBUS/MGT_BSBA/,Major
Agricultural Education and Communication,Agricultural and Natural Resource Communication Minor,/UGRD/colleges-schools/UGAGL/AGC_UMN/,Minor
Agricultural Education and Communication,Agricultural Curriculum and Development Minor,/UGRD/colleges-schools/UGAGL/ACD_UMN/,Minor
Agricultural Education and Communication,Agricultural Education and Communication,/UGRD/colleges-schools/UGAGL/AEC_BS/,Major
Agricultural Education and Communication,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Agricultural Education and Communication,Extension Education Minor,/UGRD/colleges-schools/UGAGL/EXE_UMN/,Minor
Agricultural Education and Communication,Leadership Minor,/UGRD/colleges-schools/UGAGL/LDR_UMN/,Minor
Portuguese | Spanish and Portuguese Studies,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Portuguese | Spanish and Portuguese Studies,"Hispanic and Latin American Languages, Literatures and Linguistics",/UGRD/colleges-schools/UGLAS/HLL_BA/,Major
Portuguese | Spanish and Portuguese Studies,Portuguese,/UGRD/colleges-schools/UGLAS/HLL_BA01/,Major
Portuguese | Spanish and Portuguese Studies,Portuguese Minor,/UGRD/colleges-schools/UGLAS/POR_UMN/,Minor
Portuguese | Spanish and Portuguese Studies,Spanish,/UGRD/colleges-schools/UGLAS/HLL_BA02/,Major
Portuguese | Spanish and Portuguese Studies,Spanish and Portuguese,/UGRD/colleges-schools/UGLAS/HLL_BA/HLL_BA03/,Major
Portuguese | Spanish and Portuguese Studies,Spanish for the Professions Certificate,/UGRD/colleges-schools/UGLAS/LAS_UCT15/,Certificate
Portuguese | Spanish and Portuguese Studies,Spanish Minor,/UGRD/colleges-schools/UGLAS/SPN_UMN/,Minor
Computer and Information Science & Engineering,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Computer and Information Science & Engineering,Computer and Information Science and Engineering Minor,/UGRD/colleges-schools/UGENG/CIE_UMN/,Minor
Computer and Information Science & Engineering,Computer and Information Science and Engineering Minor UF Online,/UGRD/colleges-schools/UGENG/CIE_UMN_UFO/,Minor
Computer and Information Science & Engineering,Computer Science UF Online,/UGRD/colleges-schools/UGLAS/CSC_BS_UFO/,Major
Computer and Information Science & Engineering,Computer Science | CLAS,/UGRD/colleges-schools/UGLAS/CSC_BS/,Major
Computer and Information Science & Engineering,Computer Science | Herbert Wertheim College of Engineering,/UGRD/colleges-schools/UGENG/CPS_BSCS/,Major
Computer and Information Science & Engineering,Digital Arts and Sciences | Bachelor of Science,/UGRD/colleges-schools/UGENG/DAS_BSDA/,Major
Public Relations,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Public Relations,"Media Production, Management, and Technology Minor",/UGRD/colleges-schools/UGJRC/MMT_UMN/,Minor
Public Relations,Public Relations,/UGRD/colleges-schools/UGJRC/PR_BSPR/,Major
Public Relations,Public Relations Minor,/UGRD/colleges-schools/UGJRC/PR_UMN/,Minor
Public Relations,Public Relations UF Online,/UGRD/colleges-schools/UGJRC/PR_BSPR_UFO/,Major
Linguistics,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Linguistics,Linguistics,/UGRD/colleges-schools/UGLAS/LIN_BA/,Major
Linguistics,Linguistics Minor,/UGRD/colleges-schools/UGLAS/LIN_UMN/,Minor
Linguistics,Teaching English as a Second Language Certificate,/UGRD/colleges-schools/UGLAS/LAS_UCT16/,Certificate
Linguistics,Teaching English as a Second Language Minor,/UGRD/colleges-schools/UGLAS/TSL_UMN/,Minor
Statistics,Actuarial Science Minor,/UGRD/colleges-schools/UGLAS/ACS_UMN/,Minor
Statistics,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Statistics,Data Analytics Certificate,/UGRD/colleges-schools/UGLAS/LAS_UCT23/,Certificate
Statistics,Data Science,/UGRD/colleges-schools/UGLAS/DAT_BS/,Major
Statistics,Statistics,/UGRD/colleges-schools/UGLAS/STA_BA_BS/,Major
Statistics,Statistics Minor,/UGRD/colleges-schools/UGLAS/STA_UMN/,Minor
Art + Art History,Art Education Certificate,/UGRD/colleges-schools/UGART/ART_UCT06/,Certificate
Art + Art History,Art History,/UGRD/colleges-schools/UGART/ARH_BAHA/,Major
Art + Art History,Art History Minor,/UGRD/colleges-schools/UGART/ARH_UMN/,Minor
Art + Art History,Art Minor,/UGRD/colleges-schools/UGART/STR_UMN/,Minor
Art + Art History,Art | BA,/UGRD/colleges-schools/UGART/VAS_BA/,Major
Art + Art History,Art | BFA,/UGRD/colleges-schools/UGART/ART_BFA/,Major
Art + Art History,Ceramics Certificate,/UGRD/colleges-schools/UGART/ART_UCT02/,Certificate
Art + Art History,Graphic Design,/UGRD/colleges-schools/UGART/GRD_BFAG/,Major
"Media Production, Management, and Technology",Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
"Media Production, Management, and Technology","Media Production, Management, and Technology",/UGRD/colleges-schools/UGJRC/TEL_BSTE/,Major
"Media Production, Management, and Technology","Media Production, Management, and Technology | Media and Society UF Online",/UGRD/colleges-schools/UGJRC/TEL_BSTE_UFO/,Major
Botany,Biology UF Online,/UGRD/colleges-schools/UGLAS/BIO_BA_UFO/,Major
Botany,Biology | CALS,/UGRD/colleges-schools/UGAGL/BLY_BS/,Major
Botany,Biology | CLAS,/UGRD/colleges-schools/UGLAS/BIO_BA_BS/,Major
Botany,Botany Minor,/UGRD/colleges-schools/UGLAS/BOT_UMN/,Minor
Botany,Botany | CALS,/UGRD/colleges-schools/UGAGL/BTY_BS/,Major
Botany,Botany | CLAS,/UGRD/colleges-schools/UGLAS/BOT_BS/,Major
Botany,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Botany,Zoology,/UGRD/colleges-schools/UGLAS/ZLY_BS/,Major
Botany,Zoology Minor,/UGRD/colleges-schools/UGLAS/ZLY_UMN/,Minor
